col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
-0.554918,-0.349032,0.316492,-1.46114,-0.938775,0.398372,-1.54961,2.50216,-0.683725,-0.4002,-0.95274,0.354311,0.792641,-2.29942
0.0721443,-0.142707,0.0530847,0.314714,0.00685038,-0.142278,-1.41734,1.05371,-0.299934,0.564558,0.470519,0.030475,-0.57616,0.379311
0.00110929,-1.21454,1.59366,-4.41688,3.69861,-4.6086,0.185685,-0.328135,-0.433127,0.396006,0.606723,-0.226196,-0.536105,0.543825
-0.341301,-0.340314,0.0248905,0.323756,0.0427513,-0.211876,0.11075,-0.421047,0.465507,-0.238044,0.395943,0.031426,-0.254936,0.627272
1.09139,0.425168,-0.107338,-0.147974,0.0862327,0.2979,0.626054,0.0520366,-0.104067,0.738749,-0.836362,-0.124379,0.288782,-0.481545
-1.30426,0.194565,0.0885745,0.688606,0.531548,-0.0575999,0.313614,-0.280939,0.844528,-1.55946,0.147171,0.149317,-1.8,-0.610731
-0.356352,-0.286324,-0.0774839,0.68107,-0.219276,0.116468,0.100256,-0.429848,0.974037,-0.907253,0.385343,0.0513332,-0.176226,0.692699
-0.2816,-0.647425,0.343488,-0.157618,1.00221,-1.33825,0.116365,-0.409074,-0.284707,0.520079,0.430763,-0.0986011,-0.218536,0.661839
-0.418044,-0.270568,-0.0655103,0.605039,-0.181564,0.0332888,0.103093,-0.434593,0.846093,-0.778466,0.373283,0.0474061,-0.291212,0.609488
-0.430783,-0.29694,-0.0688578,0.604511,-0.181525,0.0326848,0.109288,-0.4259,0.881313,-0.698542,0.381145,0.0444597,-0.229493,0.669633
-0.499972,-0.226658,-0.0233222,0.531628,-0.0584946,-0.0425791,0.119001,-0.412651,0.849194,-0.881659,0.356855,0.061526,-0.00583553,0.899946
-0.00309056,-1.19517,1.62957,-4.4196,3.67575,-4.59529,0.178287,-0.323958,-0.606957,0.609976,0.62096,-0.243494,-0.145297,0.866873
-0.00534682,0.233036,-0.0387385,0.748614,-0.778397,0.365597,-2.40048,0.557883,-1.18499,-0.00206507,2.06122,-0.16559,0.178101,-2.55044
1.22973,0.505455,-0.0503864,-0.403591,0.13124,0.252444,0.618809,0.0453997,-0.153873,0.798058,-0.784782,-0.108405,0.150587,-0.619586
-0.454826,-0.286246,-0.0887029,0.655982,-0.223609,0.0712829,0.107095,-0.426913,1.02889,-0.885554,0.375924,0.0492366,-0.202589,0.737174
-0.382681,-0.304247,-0.0488339,0.545012,-0.130567,-0.0128855,0.107885,-0.424619,0.63614,-0.41518,0.385597,0.0430139,-0.20884,0.677499
-1.25369,0.115121,0.169264,0.653676,0.761956,-0.30858,0.313449,-0.277801,1.14383,-2.00347,0.163261,0.112503,-1.8491,-0.638118
-0.907181,0.444901,0.063827,0.7488,0.341574,0.214828,0.28935,-0.237666,1.04372,-1.8284,0.176111,0.223052,-0.0364071,1.14781
-0.134541,-0.132406,-0.0655898,0.705614,-0.255561,0.166772,0.109026,-0.411991,1.15002,-1.08114,0.396448,0.0579365,-0.285893,0.646744
-0.255428,-0.781728,0.581948,-0.88844,1.56878,-2.01897,0.129458,-0.393863,-0.323053,0.506656,0.463552,-0.136505,-0.249225,0.617095
-0.687906,-0.0858215,-0.0390301,0.680497,-0.0339347,0.112882,0.164489,-0.370017,0.724379,-0.816884,0.308198,0.101795,0.0694708,0.967919
0.667976,0.196331,-0.201366,0.859408,0.108351,0.274591,0.0564561,-0.496876,0.779297,-0.0947346,0.46624,-0.2456,0.447496,0.0972745
-0.428882,-0.282962,-0.0886307,0.664919,-0.227472,0.0895304,0.107245,-0.428133,0.861699,-0.68415,0.377614,0.0483118,-0.23286,0.665742
-0.980003,0.109698,0.00511762,0.729166,0.158581,0.137531,0.227899,-0.310779,0.705418,-1.07037,0.234877,0.151247,0.215147,1.13115
-1.32394,-0.859153,0.0759972,0.776862,-0.797917,0.233881,-2.18258,1.87034,0.560951,-1.68204,0.426196,0.104184,0.665408,-2.04876
-0.39082,-0.271138,-0.0369282,0.524673,-0.117726,-0.0372226,0.101216,-0.437466,0.732184,-0.708505,0.373677,0.04449,-0.346135,0.550179
-0.0742526,-0.0894476,-0.0800224,0.690354,-0.267444,0.168806,0.110506,-0.421716,0.159847,0.14614,0.378181,0.0568139,-0.495903,0.402869
1.34021,0.750334,-0.332745,0.848913,0.146194,0.358563,-0.263654,-0.827105,0.115533,0.232898,1.04863,-0.415336,0.297086,-0.454879
-0.0775182,-0.049399,-0.05202,0.685365,-0.294361,0.153984,0.114626,-0.411638,0.699418,-0.51899,0.38552,0.0485595,-0.230642,0.762097
-0.853205,0.496497,0.0727452,0.737417,0.309664,0.261392,0.292689,-0.243429,-0.0942023,-0.42564,0.174596,0.214597,0.140121,1.05376
0.824825,0.22168,-0.069581,-0.430417,0.156779,0.208653,0.612713,0.0383161,0.00781964,0.618452,-0.813216,-0.113296,0.596853,-0.174779
1.18632,0.508853,-0.0206217,-0.879578,0.0614,0.339312,0.661955,0.0875856,-0.120456,0.763251,-0.872361,-0.0527783,0.215146,-0.556789
-0.267102,-0.265322,-0.0990003,0.694721,-0.231704,0.153355,0.100387,-0.431317,-0.0116381,0.345154,0.380434,0.0540071,-0.358368,0.506392
-0.937608,-0.683671,0.110079,0.761626,-0.826032,0.273963,-0.277305,-0.0362665,-0.508384,-0.417964,0.450375,0.100925,1.00466,-2.01085
0.170168,-0.0195008,-0.0486714,0.649977,-0.241376,0.167756,0.115944,-0.415393,-0.312628,0.669682,0.387076,0.0553409,-0.696745,0.273763
-0.477585,-0.0705468,-0.104373,0.690819,-0.139589,0.164393,-0.367645,-0.0206996,0.430685,-1.3468,0.381816,0.0597126,0.285551,0.423314
-0.326294,-0.198057,-0.0404934,0.598104,-0.0541072,0.0634886,0.124775,-0.40599,-0.315886,0.559013,0.35624,0.0700256,-0.293646,0.564494
-0.0245062,-0.124763,-0.0866674,0.686151,-0.236811,0.181327,0.108413,-0.421538,-0.319456,0.717363,0.385039,0.0605296,-0.618366,0.237155
1.09127,0.416438,-0.0640653,-0.403019,0.120398,0.260764,0.618882,0.0459279,-0.107733,0.749295,-0.802833,-0.108309,0.30263,-0.465101
-1.27474,0.139044,0.145075,0.662496,0.697407,-0.242867,0.313767,-0.278533,1.01851,-1.82142,0.157466,0.122706,-1.82076,-0.618788
0.462426,0.313258,-0.124487,0.469437,-0.29177,0.188238,-0.53553,0.779447,-0.353136,0.452556,-0.345088,0.0270989,-0.946205,0.190163
0.958772,0.393278,0.0116759,-1.50629,-0.0260302,0.444156,0.68369,0.108525,-0.0043862,0.638784,-0.92531,0.0132794,0.518588,-0.244487
0.170936,-0.20892,0.267832,-0.677317,0.523199,-0.778065,0.265606,-0.262289,-0.344913,0.599092,0.100605,0.0400288,-1.05421,0.117022
-0.437544,-0.289831,0.218742,-0.525472,-0.921516,0.366175,-1.557,2.49509,-0.760785,-0.324247,-0.969191,0.271588,0.613254,-2.47857
-0.873295,0.495684,0.0662303,0.740221,0.308239,0.262272,0.289964,-0.243154,-0.187621,-0.293159,0.173654,0.215437,0.179995,1.03823
1.04051,0.402373,-0.137222,-0.0443015,0.04456,0.342946,0.638828,0.0636095,-0.0650633,0.684611,-0.882671,-0.127571,0.356824,-0.409474
-0.523706,-0.25518,-0.0281265,0.552536,-0.0554609,-0.0491602,0.129276,-0.407653,0.932322,-0.860903,0.361476,0.0519687,-0.184949,0.715537
-0.294592,-0.650019,0.334459,-0.145277,0.997732,-1.32799,0.115849,-0.40925,-0.2929,0.537872,0.43009,-0.0960974,-0.24902,0.615234
-0.0691417,0.340798,-0.0839511,0.665421,-0.333001,0.167775,0.0690535,-0.425606,-0.907391,1.97831,0.36231,0.0371795,0.154658,1.4519
-0.491465,-0.289359,-0.009006,0.499084,-0.0101068,-0.126854,0.122213,-0.409035,0.911343,-0.814618,0.372683,0.0429325,-0.0424066,0.863174
-0.21376,-0.300407,-0.0225715,0.46337,-0.049899,-0.0522116,0.103191,-0.426524,-0.249393,0.6201,0.392334,0.0422217,-0.375525,0.482644
0.00937585,-0.0852011,-0.0729382,0.688451,-0.259503,0.184187,0.111827,-0.420087,-0.139318,0.487959,0.384035,0.0559827,-0.569979,0.327542
-2.15908,-0.267993,0.223626,0.809467,-0.205305,0.278071,-1.99409,2.03879,0.214504,-2.1151,0.208191,0.253554,1.12084,-1.97261
-0.30302,-0.226456,-0.0309439,0.547749,-0.0407009,0.0236066,0.12132,-0.409167,-0.295326,0.574977,0.365672,0.0631616,-0.314828,0.54335
1.29046,0.575714,0.011077,-1.02591,0.0808628,0.321033,0.660884,0.0872837,-0.161343,0.808527,-0.849707,-0.0435634,0.112766,-0.656277
-0.353529,-0.137184,0.040381,0.584899,-0.822191,0.28602,-0.641647,0.463925,-0.337083,-0.991193,0.20129,0.027589,0.693848,-2.32797
-0.687755,0.0975543,-0.00461371,0.727091,0.136288,0.192647,0.203708,-0.329184,-0.528997,0.40209,0.253671,0.147385,0.0113654,0.874857
0.971453,0.391953,-0.0266447,-1.17185,-0.0322767,0.444793,0.700368,0.123715,-0.000943716,0.630899,-0.975847,-0.00958612,0.484721,-0.281648
-0.233309,-0.673219,0.526763,-1.19848,1.23572,-1.61107,0.128114,-0.396312,-0.290459,0.517922,0.467308,-0.0522491,-0.258161,0.607666
-0.971137,0.11666,-0.000440481,0.724289,0.135045,0.171443,0.228642,-0.311403,0.650708,-0.995637,0.235246,0.155042,0.171549,1.07569
-0.410342,-0.36752,-0.114335,0.706061,-0.223566,0.114719,0.0932556,-0.430661,0.919723,-0.7763,0.378188,0.0558014,-0.435717,0.731247
0.0138506,-0.499342,0.515918,-1.1772,1.20193,-1.58545,0.138996,-0.382818,0.109769,0.0321089,0.461355,-0.0366616,-0.899288,0.238595
-0.984803,0.179257,0.0853032,0.703008,-0.91598,0.254053,-2.23506,1.8646,-1.4437,1.69415,0.384305,0.0969539,2.43137,-0.325251
-1.31535,0.214509,0.0682378,0.698141,0.470809,0.0105948,0.31374,-0.28198,0.795399,-1.48232,0.143499,0.15885,-1.80493,-0.619485
-0.804406,-0.539557,0.327868,-1.50558,-0.854991,0.290386,-1.58139,2.47226,-0.61779,-0.471114,-0.90283,0.336666,1.07318,-2.01334
1.07466,0.455235,0.0476437,-1.60768,0.0310696,0.382453,0.676854,0.101754,-0.039949,0.672853,-0.887046,0.0130521,0.390422,-0.377817
-0.398341,-0.282612,-0.0203912,0.631753,0.0116286,-0.118952,0.1183,-0.417943,0.37788,-0.232388,0.367346,0.0294857,-0.343777,0.538413
-0.494027,-0.330256,0.309993,-1.20956,-0.866125,0.311976,-1.58086,2.47226,-0.730919,-0.351911,-0.883669,0.316686,0.707016,-2.38711
0.849629,0.327368,-0.00585105,-1.49518,-0.0644362,0.483167,0.703529,0.127745,0.0400701,0.593003,-0.984892,0.0209116,0.643532,-0.115461
-0.352618,-0.175456,-0.0766061,0.700408,-0.242413,0.125176,0.0784892,-0.465408,0.915911,-1.29869,0.347941,0.0625728,-0.512366,0.418433
1.2902,0.591633,0.0605267,-1.52014,0.0610765,0.354229,0.672641,0.0979325,-0.134612,0.780173,-0.853415,0.00364062,0.127885,-0.648967
-2.10757,-0.277376,0.233269,0.818648,-0.21347,0.322504,-1.99693,2.03815,0.494426,-2.50691,0.218274,0.256214,1.09548,-2.02375
-0.293027,-0.462311,0.132916,-0.0141766,0.324434,-0.509894,0.106847,-0.420898,-0.23978,0.564312,0.413671,0.0119041,-0.254669,0.61175
-0.212545,-0.263329,-0.0746643,0.625272,-0.172909,0.0982999,0.0965939,-0.433628,-0.271949,0.594354,0.38172,0.0532811,-0.379505,0.478458
-0.397055,-0.265497,-0.0798302,0.646649,-0.210539,0.0765964,0.100849,-0.43322,0.720882,-0.609283,0.374029,0.0513401,-0.203336,0.689655
1.21534,0.488616,-0.0531571,-0.344961,0.143132,0.236299,0.622379,0.0490354,-0.156835,0.806379,-0.794091,-0.113002,0.153109,-0.61961
0.88732,0.302384,0.0138114,-1.26537,0.0926551,0.296305,0.656319,0.0821839,-0.00431897,0.638893,-0.872279,-0.0287227,0.571732,-0.195447
-0.537567,-0.0306657,-0.0329912,0.691841,0.0229254,0.174108,0.171154,-0.3612,-0.413361,0.480032,0.298749,0.116833,-0.129551,0.728645
-0.209453,-0.243658,-0.093794,0.68613,-0.219265,0.155029,0.0929188,-0.437493,-0.290284,0.580561,0.37655,0.0580738,-0.375007,0.482866
-0.244904,-0.637705,0.460156,-0.997468,1.08112,-1.42399,0.124182,-0.400307,-0.286696,0.532965,0.458619,-0.041595,-0.254415,0.610169
-1.66617,2.56798,-0.11882,0.917692,1.06062,1.05924,-0.166349,-0.667904,-7.81585,-4.9374,0.444785,0.665524,-0.19732,0.761515
-0.351351,-0.167792,-0.0848309,0.72667,0.0526494,0.183674,0.144523,-0.38952,0.366407,-0.335457,0.335796,0.0361732,0.0179195,0.884085
-0.569222,-0.18346,-0.0271837,0.691721,0.0676378,0.0410777,0.150895,-0.380113,-0.342228,0.471121,0.31836,0.0820248,-0.0832425,0.798541
1.093,0.41323,-0.0797356,-0.25825,0.130892,0.248373,0.599654,0.0264203,-0.101597,0.735945,-0.766283,-0.125605,0.301436,-0.466646
-0.0902801,-1.11665,1.35911,-3.73739,3.18705,-3.99625,0.17369,-0.339914,0.0837041,-0.162441,0.575677,-0.184615,-0.60839,0.539426
-0.72722,0.515689,0.0783637,0.732508,0.315225,0.282584,0.289361,-0.245699,-0.750799,0.342829,0.175622,0.2145,0.0846261,0.998933
-0.450383,-0.10061,-0.0426566,0.683207,-0.0239923,0.142608,0.151521,-0.379783,-0.373257,0.52843,0.322803,0.0955995,-0.193531,0.669633
-0.454258,-0.0960451,-0.0367387,0.705623,0.00907896,0.111654,0.151311,-0.380679,-0.392466,0.499283,0.317885,0.092779,-0.179293,0.661624
-1.29401,0.222642,0.0516264,0.726111,0.415373,0.0820018,0.296017,-0.267412,0.849828,-1.54225,0.15361,0.184583,-0.747909,0.432104
-0.191266,-0.266999,-0.0802015,0.69817,-0.247752,0.162335,0.105798,-0.435968,-0.16873,0.504848,0.376118,0.0405115,0.333468,0.455776
0.74662,0.1792,-0.0892958,-0.387372,0.12905,0.237915,0.610413,0.0362531,0.0379159,0.58129,-0.824389,-0.116029,0.697015,-0.0673362
-0.053147,-0.0932543,-0.075332,0.69112,-0.264311,0.173336,0.113052,-0.41799,0.171605,0.126933,0.383918,0.0560076,-0.488475,0.40181
1.15683,0.516136,0.0398583,-1.53152,0.0147071,0.403839,0.679661,0.104981,-0.0862892,0.729898,-0.888397,0.0109353,0.286097,-0.4839
-1.2668,0.14613,0.137196,0.670142,0.666366,-0.200018,0.312193,-0.278282,1.05823,-1.87275,0.15847,0.12892,-1.77616,-0.571939
-0.0649312,-0.0886199,-0.0755259,0.689095,-0.269505,0.168852,0.113485,-0.418286,0.168289,0.139625,0.381845,0.0549741,-0.475275,0.43724
1.23687,0.584846,-0.00357966,-1.27533,-0.0492217,0.479137,0.701347,0.126014,-0.115086,0.763056,-0.945297,0.00429877,0.174914,-0.598318
0.781254,0.170295,-0.146699,0.27577,0.192247,0.171034,0.503711,-0.069007,0.000993048,0.639802,-0.594941,-0.187215,0.58543,-0.195326
1.0325,0.419773,0.0681611,-1.72295,0.0684673,0.339581,0.662137,0.0881071,-0.037867,0.674713,-0.85035,0.0145338,0.4342,-0.335507
-0.385615,-0.955591,0.600171,-0.191012,1.9729,-2.58903,-0.0792762,-0.184956,0.406697,-0.403013,0.441164,-0.269811,-0.436856,0.691253
1.17708,0.571424,-0.299048,0.846072,0.123439,0.339716,0.0164198,-0.551061,0.0243232,0.440996,0.44075,-0.34123,0.337554,-0.430921
-0.430965,-0.324853,-0.0193486,0.455384,-0.0676726,-0.108739,0.11104,-0.421172,0.918687,-0.752522,0.388582,0.0374874,-0.135375,0.767058
0.9614,0.350387,-0.00375077,-1.08823,0.0934698,0.297355,0.646971,0.072431,-0.0230515,0.652118,-0.852339,-0.0449929,0.483553,-0.286225
0.993411,0.415849,-0.00758926,-1.33631,-0.0250954,0.441833,0.679233,0.103998,-0.0183057,0.647524,-0.921918,-0.00314447,0.477044,-0.285227
-0.240339,-0.325242,0.0160325,0.614972,0.148857,-0.265957,0.10565,-0.423639,-0.319723,0.565885,0.379389,0.00684958,-0.349635,0.508868
1.21406,0.539751,0.0339158,-1.37574,0.0385811,0.374471,0.68638,0.110715,-0.0993439,0.741878,-0.899777,-0.00222353,0.206072,-0.570225
-0.192127,-0.213334,-0.0976092,0.708057,-0.23494,0.175896,0.0849114,-0.445564,-0.35265,0.534725,0.368517,0.0636099,-0.360572,0.497278
-0.261685,-0.291592,-0.00201624,0.531085,0.0551606,-0.13423,0.113292,-0.416465,-0.285538,0.586035,0.378949,0.0340336,-0.349871,0.511113
0.76845,0.242295,-0.00546121,-1.32672,0.0358951,0.361343,0.659979,0.0853599,0.0576389,0.565889,-0.898335,-0.0171579,0.724026,-0.0368622
-0.481629,-0.0693883,-0.009171,0.660916,0.0921344,0.0529478,0.166689,-0.365631,-0.391943,0.488725,0.300802,0.0866874,-0.167009,0.691079
0.815643,0.217889,-0.0905789,-0.281902,0.150321,0.216137,0.592169,0.0185274,0.00228334,0.624546,-0.776691,-0.128643,0.605637,-0.163049
-0.327666,-0.27523,-0.0677029,0.606232,-0.171407,0.0547564,0.0546805,-0.384659,0.348852,-0.138065,0.3798,0.0502183,-0.217702,0.619923
-0.481532,-0.0729442,-0.103667,0.691464,-0.140186,0.162964,-0.000590748,-0.388457,0.472343,-1.39749,0.384053,0.0582397,-0.00852981,0.781612
-0.169459,-0.840087,0.905402,-2.29778,2.0594,-2.64746,-0.72563,0.509754,0.17354,-0.148727,0.509312,-0.114231,-0.235984,0.793206
-0.985045,-0.161191,0.0887176,0.726822,-0.883466,0.261517,-2.22827,1.87483,-1.37878,1.27353,0.407878,0.0954989,1.72414,-1.02072
-0.00875403,-0.0631449,-0.0571541,0.699978,-0.290981,0.204265,0.0907544,-0.411802,-0.854922,1.43191,0.398678,0.0292401,0.090492,0.263839
-0.405779,-0.279935,-0.0956641,0.685165,-0.240047,0.114014,0.0602785,-0.381603,0.730035,-0.515477,0.377993,0.0500811,-0.229685,0.661291
-0.829849,0.0326624,-0.0202283,0.709125,0.0448232,0.145216,0.191463,-0.345191,0.715382,-1.01669,0.266498,0.131934,0.160506,1.0701
1.12801,0.487929,-0.0602171,-0.761621,-0.0139578,0.422738,0.692399,0.116424,-0.0779321,0.710848,-0.960523,-0.0477697,0.2855,-0.482741
0.957416,0.410876,-0.110232,-0.15111,0.0536965,0.291294,0.647481,0.0735052,0.608211,-0.0928876,-0.878663,-0.118706,0.492492,-0.257307
0.929472,0.301336,-0.0729252,-0.404973,0.127714,0.24615,0.623679,0.0495677,-0.0366931,0.670957,-0.829422,-0.108229,0.476078,-0.295354
-0.282056,-0.655061,0.355799,-0.197446,1.03346,-1.37554,0.117044,-0.408251,-0.291081,0.525628,0.432446,-0.100472,-0.223602,0.653963
-0.152893,-0.114654,-0.0803538,0.69852,-0.26502,0.159311,0.113713,-0.414775,0.757088,-0.56564,0.385773,0.0582788,-0.39538,0.506914
0.967308,0.321108,-0.118886,-0.00977049,0.116779,0.255372,0.615325,0.0406031,-0.053943,0.688868,-0.824166,-0.139279,0.415151,-0.357791
-0.223615,-0.269371,-0.089482,0.664522,-0.203634,0.134542,0.0996362,-0.430712,-0.238827,0.6184,0.383382,0.053303,-0.386935,0.470964
-0.289594,-0.277383,0.0225387,0.489912,0.125035,-0.187406,0.12074,-0.409035,-0.31155,0.566993,0.372332,0.0358129,-0.318021,0.540454
-0.286819,-0.283825,-0.0749915,0.678063,-0.241392,0.12646,0.0968643,-0.432331,0.274028,-0.00748659,0.380035,0.0429972,-0.144222,0.8566
-0.206474,-0.269625,-0.0540929,0.565334,-0.126678,0.0426717,0.096383,-0.433648,-0.285282,0.584933,0.383278,0.0507014,-0.37672,0.481336
1.23767,0.588106,-0.00731321,-1.26567,-0.0575136,0.487958,0.708196,0.132649,-0.11659,0.764446,-0.962272,0.00547632,0.172932,-0.60026
-0.0756759,0.0389337,-0.161428,0.649451,-0.346434,0.0915079,0.117712,-0.411399,-0.110716,0.246322,0.390503,-0.101708,-0.463266,0.492409
-0.920741,-0.608599,0.246881,-1.04336,-0.914264,0.34885,-1.5749,2.47735,-0.563064,-0.542256,-0.960421,0.305182,1.19835,-1.88229
1.31952,0.633578,0.0496965,-1.59445,-0.0222284,0.452656,0.713391,0.137069,-0.125678,0.772957,-0.943081,0.030256,0.101523,-0.674569
0.915596,0.357235,0.0175263,-1.51702,0.00032231,0.411526,0.67476,0.10043,0.00160848,0.633292,-0.908169,0.00798072,0.565875,-0.195656
-0.00278563,-1.19528,1.62967,-4.41956,3.67585,-4.59521,0.178263,-0.32395,-0.605067,0.607355,0.621028,-0.243493,-0.145104,0.867191
-0.113204,-0.0882868,-0.0705433,0.68712,-0.280483,0.155906,0.11585,-0.416698,0.43667,-0.175228,0.381173,0.0511348,-0.402502,0.535938
-0.257611,1.17173,-0.0769589,0.720096,0.374756,0.29378,-0.482742,-1.01584,0.163082,-1.21313,1.77758,-0.062278,-0.0360061,1.03638
0.706542,0.118537,-0.183449,0.586628,0.197413,0.179677,0.330295,-0.237725,0.00288053,0.659379,-0.21791,-0.236011,0.69165,-0.0794877
-0.156877,-0.880836,0.941392,-2.44262,2.18284,-2.75698,0.138702,-0.381254,-0.353691,0.476262,0.548693,-0.123229,-0.235238,0.63927
-0.381186,-0.294113,-0.0921623,0.700412,-0.260587,0.123876,0.102475,-0.429633,0.752726,-0.559813,0.376742,0.0448291,-0.266445,0.787998
-0.288691,-0.246923,0.0542176,0.488055,0.261319,-0.315767,0.121661,-0.408016,-0.316653,0.564683,0.373303,0.00833915,-0.308315,0.550006
1.07291,0.386997,-0.0854199,-0.149309,0.155932,0.218104,0.589121,0.0157803,-0.0986811,0.738128,-0.744146,-0.137252,0.303687,-0.470652
1.28246,0.624723,0.0369751,-1.61922,-0.0636654,0.502605,0.706569,0.130608,-0.110408,0.756559,-0.935711,0.0361388,0.154995,-0.615908
-0.442077,-0.335406,0.0449855,0.318266,0.105578,-0.283702,0.119501,-0.411066,0.82353,-0.701679,0.387536,0.0296834,-0.0792727,0.818693
