col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
1.11673,0.449423,0.00786109,-1.04668,0.104623,0.287816,0.658211,0.0842956,-0.0966232,0.740484,-0.858767,-0.0454034,0.292808,-0.48095
0.309742,0.756857,0.39093,-3.49104,-1.01841,0.755203,-2.38124,1.31858,-1.27588,0.256027,1.35104,0.236754,0.524791,-2.45777
0.981062,0.385433,-0.0225993,-1.06194,0.0337687,0.367435,0.655352,0.0818493,-0.0422615,0.675339,-0.878416,-0.0391905,0.474245,-0.285458
-0.182698,-0.202103,-0.092857,0.698915,-0.22735,0.167636,0.0813503,-0.449094,-0.383944,0.511843,0.365497,0.0652141,-0.353422,0.504447
-1.14467,0.322361,0.0431701,0.751387,0.322623,0.233723,0.282574,-0.254163,0.0482838,-0.569544,0.168249,0.212422,0.427611,1.30958
-0.904044,-0.389274,-0.0155768,0.718207,-0.45904,0.236383,-0.023708,-0.370881,-1.07942,-0.313019,0.411139,0.090863,-0.589879,0.108979
-0.785713,0.505194,0.0713414,0.735699,0.315724,0.274643,0.290895,-0.24526,-0.506517,0.06267,0.174349,0.216151,0.0723358,0.970568
-0.345111,-0.294582,-0.0588104,0.574663,-0.148991,0.0232684,0.105892,-0.426695,0.430623,-0.17772,0.384486,0.0454046,-0.270219,0.610311
-1.29745,0.149873,0.127719,0.676055,0.676382,-0.243945,0.299535,-0.263832,0.755963,-1.45155,0.158777,0.140783,-0.756354,0.419813
-0.30585,-0.14828,-0.0370689,0.602956,-0.0570824,0.0780342,0.114556,-0.416291,-0.417651,0.483956,0.342821,0.0798604,-0.264736,0.593408
-0.382351,-0.349986,-0.109389,0.709797,-0.238439,0.129842,0.0948998,-0.432428,0.610342,-0.403284,0.376982,0.0522879,-0.343731,0.760796
-0.445581,-0.241706,-0.0300382,0.564577,-0.0484554,-0.018429,0.125994,-0.405744,0.460888,-0.31014,0.362817,0.0575075,-0.132555,0.750012
-1.25128,0.135368,0.148418,0.667176,0.689361,-0.216764,0.313007,-0.279408,1.17327,-2.03449,0.161695,0.124138,-1.88937,-0.676591
-0.43312,-0.273175,-0.101475,0.704647,-0.258418,0.126,0.106496,-0.430258,0.878344,-0.713798,0.374636,0.0502465,-0.26733,0.632211
-0.810356,-0.542382,0.27863,-1.14948,-0.874593,0.308848,-1.58955,2.4639,-0.618292,-0.476314,-0.905578,0.307443,1.0704,-2.01368
1.15272,0.519647,0.0113246,-1.37126,-0.0177948,0.439452,0.691587,0.116502,-0.0818522,0.723673,-0.926474,0.00430306,0.282705,-0.486769
0.753921,0.204522,0.0132907,-1.29693,0.114497,0.266193,0.651214,0.0760953,0.0627982,0.557674,-0.873115,-0.031675,0.727752,-0.0401458
-0.37624,-0.169031,-0.0307311,0.607655,-0.0114302,0.0582839,0.136865,-0.394463,-0.33342,0.54483,0.34441,0.0768236,-0.247284,0.593639
-0.367902,-0.176717,-0.0271633,0.580028,-0.0103822,0.0494578,0.13551,-0.395443,-0.326801,0.549809,0.347934,0.0761364,-0.26407,0.594136
0.996934,0.426044,-0.129646,-0.0535596,0.0379596,0.321435,0.646927,0.0742779,0.373909,0.18274,-0.889331,-0.125432,0.421749,-0.329551
1.16185,0.507235,0.0735483,-1.70301,0.0644573,0.349018,0.668247,0.0936557,-0.0786932,0.718142,-0.849699,0.0162494,0.284827,-0.489478
1.0012,0.373776,0.0506988,-1.45594,0.119611,0.272298,0.65721,0.0823233,-0.0290726,0.662088,-0.84906,-0.0150744,0.448564,-0.32609
-0.290639,-0.554052,0.304745,-0.505555,0.69857,-0.973668,0.116083,-0.409174,0.0446696,0.166703,0.438157,-0.0169038,-0.153892,0.735365
-1.26028,0.225636,0.0545037,0.724286,0.381852,0.156904,0.308857,-0.282838,1.15624,-1.96839,0.152714,0.176162,-1.81182,-0.602915
0.147743,0.293736,-0.0389843,0.741691,-0.250139,0.178437,-0.0301424,-0.55224,0.369932,-2.33485,0.257761,0.14382,-0.353142,0.831731
-1.31673,0.147237,0.138283,0.653218,0.708203,-0.284249,0.316716,-0.27861,0.740078,-1.43945,0.148901,0.119146,-1.80778,-0.62419
-0.735889,-0.471777,0.26381,-1.15772,-0.955946,0.405414,-1.54726,2.50457,-0.628512,-0.462764,-0.9965,0.328972,0.988176,-2.09629
-0.706215,-0.47309,0.286068,-1.14574,-0.880199,0.317579,-1.57326,2.48002,-0.661417,-0.423824,-0.928736,0.31295,0.944162,-2.14315
-0.663525,0.349513,0.046688,0.719533,0.176356,0.210758,0.225886,-0.263116,0.0305002,-0.35672,0.226496,0.168614,0.0427784,0.960481
0.000730961,-0.212158,0.103071,0.11593,0.183603,-0.355533,-0.562384,0.266683,-0.602844,1.05669,0.40876,0.0206381,-0.744233,0.246751
1.13731,0.40456,-0.0743938,-0.0154133,0.21291,0.154386,0.540898,-0.0317589,-0.128482,0.778968,-0.622178,-0.159822,0.230838,-0.54405
-1.49523,-0.572207,0.0846874,0.760236,-0.858423,0.202862,-0.445159,0.0723814,0.482164,-1.27226,0.4146,0.0928256,2.57725,-0.456648
-0.164426,-0.691589,0.575035,-1.41176,1.39944,-1.82305,0.132121,-0.390937,-0.283095,0.501333,0.465905,-0.0561036,-0.744162,0.381556
0.00542491,-1.20816,1.61062,-4.41983,3.69186,-4.60614,0.186679,-0.32772,-0.357608,0.289486,0.610722,-0.231454,-0.336767,0.695375
-0.110971,-0.146738,-0.0147259,0.539359,-0.160924,0.0129173,0.114477,-0.413372,0.603456,-0.412279,0.391232,0.041978,-0.295886,0.714299
-0.186335,-0.283194,0.00465272,0.395812,0.00426959,-0.114588,0.09466,-0.434832,-0.333153,0.550839,0.386639,0.0441046,-0.366507,0.491812
-0.295178,-0.323539,-0.0390909,0.509816,-0.101587,-0.0390918,0.102677,-0.428772,0.26799,0.00178005,0.382817,0.0394019,-0.458494,0.603693
-0.755944,0.505139,0.0646754,0.737793,0.323314,0.28457,0.288897,-0.245838,-0.764315,0.375016,0.174769,0.219417,0.0115396,0.88574
-0.629598,-0.463171,0.244833,-0.535773,-0.792801,0.21273,-1.61009,2.44282,-0.703335,-0.375972,-0.852823,0.249287,0.793669,-2.31216
-0.392195,0.458419,-0.143117,0.728294,-0.0535993,0.265105,0.0645051,-0.460118,-0.0165353,-2.46829,0.393918,0.104641,-0.719198,0.466775
0.812521,0.214469,-0.0844166,-0.333529,0.146237,0.219313,0.611219,0.0367217,0.0102608,0.616385,-0.816346,-0.119916,0.607625,-0.163025
-0.339706,-0.280131,-0.0823624,0.645626,-0.20241,0.0906649,0.0803429,-0.405061,0.388904,-0.128287,0.381203,0.050355,-0.240323,0.638198
0.851366,0.316258,0.0242928,-1.63248,-0.0131042,0.425269,0.691405,0.116226,0.0373062,0.5952,-0.946929,0.0226775,0.642471,-0.119391
-0.0547451,-0.029274,-0.0804724,0.689196,-0.292945,0.174108,0.0808105,-0.416451,-0.745978,1.39482,0.385052,0.0386002,-0.606984,0.679718
1.25384,0.569081,-0.00037604,-1.08449,0.0383406,0.373857,0.661691,0.0878748,-0.140583,0.78511,-0.858189,-0.0328561,0.153967,-0.616638
-0.438538,-0.298302,0.000361426,0.511144,-0.00317367,-0.104281,0.120779,-0.410716,1.027,-0.997825,0.379692,0.0415632,-0.164903,0.745503
-1.08087,-0.758065,0.0976302,0.597078,-0.533291,0.0635862,-1.9245,1.61567,0.852333,-1.75342,0.424869,0.0790901,0.743183,-2.27448
1.08076,0.414836,-0.108377,-0.147447,0.0875189,0.296947,0.637813,0.0627017,-0.0911469,0.726741,-0.86127,-0.120162,0.28035,-0.499895
0.772579,0.230843,0.048981,-1.6463,0.0924509,0.298384,0.661831,0.08657,0.0677733,0.554373,-0.880036,0.00251881,0.726018,-0.041658
-0.420074,-0.2982,-0.0548643,0.565364,-0.150572,-0.00269708,0.107669,-0.42615,0.839354,-0.677283,0.382061,0.0438674,-0.187443,0.707972
1.12144,0.476252,-0.0769504,-0.600053,-0.00353982,0.407435,0.691106,0.114577,-0.072317,0.700505,-0.965202,-0.0630519,0.285104,-0.484723
-0.716366,-0.513502,0.212671,-0.381271,-0.823771,0.24038,-1.60723,2.44611,-0.67689,-0.411609,-0.883486,0.236635,0.913498,-2.17694
1.12714,0.465448,-0.00229762,-1.01717,0.0808237,0.316422,0.653213,0.0797037,-0.0987836,0.739709,-0.85188,-0.0467421,0.294129,-0.47364
-0.337528,-0.2299,-0.0100848,0.603921,0.0602597,-0.0699501,0.128866,-0.401541,-0.316912,0.560905,0.357661,0.0505539,-0.289038,0.56929
-0.422048,-0.244979,-0.0982184,0.705506,-0.258917,0.125768,0.100348,-0.439635,0.859329,-0.821626,0.36559,0.0533334,-0.291869,0.558419
0.0174275,-1.20367,1.61563,-4.42111,3.69006,-4.60281,0.186648,-0.327956,-0.431185,0.37446,0.61184,-0.233473,-0.275733,0.713788
-0.248403,-0.622917,0.449767,-0.941271,1.05485,-1.38793,0.125302,-0.399638,-0.287027,0.523922,0.454223,-0.0406044,-0.22991,0.644275
-0.485171,-0.0577125,-0.0397226,0.70422,-0.0084939,0.153326,0.154637,-0.379835,-0.350958,0.376907,0.30715,0.10419,-0.224679,0.63649
1.10235,0.457967,-0.122839,-0.205637,0.0129858,0.382731,0.674597,0.0999223,-0.105452,0.739902,-0.951131,-0.102425,0.271803,-0.498291
-0.301301,-0.246697,-0.00530996,0.499875,0.0313476,-0.064452,0.122829,-0.407374,-0.297585,0.57452,0.368951,0.0539164,-0.314871,0.543439
-0.430316,-0.277627,-0.0886708,0.667503,-0.229557,0.089493,0.10375,-0.427887,0.879584,-0.730637,0.376925,0.0513213,-0.092811,0.805531
-0.312517,-0.282512,-0.081209,0.694635,-0.256297,0.138086,0.103741,-0.433442,0.420787,-0.182743,0.378345,0.0403469,-0.370027,0.639058
1.17367,0.511184,0.00856602,-1.19287,0.0335144,0.374678,0.689504,0.114135,-0.0971507,0.739651,-0.921722,-0.0174053,0.24346,-0.529548
-0.360868,-0.186407,-0.027891,0.59505,-0.00674241,0.036722,0.133662,-0.397209,-0.323065,0.553272,0.349831,0.071504,-0.270492,0.587719
1.08249,0.404666,-0.0735594,-0.317004,0.117043,0.261477,0.629846,0.0555625,-0.0920756,0.730515,-0.830221,-0.111884,0.309255,-0.460429
-0.124426,-0.088145,-0.0722621,0.687873,-0.282264,0.154104,0.0694018,-0.369823,0.457944,-0.195826,0.380316,0.0520899,-0.353138,0.582466
-0.399518,-0.223045,-0.0296401,0.655337,-0.000308576,-0.0294772,0.127614,-0.405736,0.0588031,0.101952,0.353216,0.051914,-0.254648,0.600592
-0.26014,-0.261471,-0.00624439,0.513024,0.0261018,-0.0891032,0.111565,-0.418669,-0.317292,0.561711,0.373141,0.0455905,-0.322432,0.518605
-0.622412,-0.445915,0.185954,-0.183013,-0.857529,0.280559,-1.59046,2.46133,-0.693915,-0.398757,-0.922065,0.22927,0.799169,-2.29533
-0.331095,-0.273596,0.0506498,0.486757,0.227993,-0.274632,0.131575,-0.398167,-0.329496,0.554386,0.364658,0.0300467,-0.287438,0.5712
0.789889,0.147066,-0.157042,0.299833,0.133978,0.213174,0.497933,-0.0747089,-0.0289334,0.590794,-0.583035,-0.17865,0.55688,-0.217872
-0.208109,-0.320014,0.0077677,0.373438,0.0200052,-0.13599,0.104568,-0.42486,-0.255404,0.607952,0.396438,0.0374943,-0.384481,0.473861
0.954025,0.364158,0.063409,-1.70309,0.0718699,0.33044,0.65792,0.0843522,-0.011065,0.643448,-0.851424,0.00953925,0.538049,-0.222706
2.77006,0.418292,-7.62466,0.0324075,-2.67908,-3.75861,-1.9638,1.19746,0.506615,-1.33566,0.305496,1.48491,0.210331,1.17639
-0.432143,-0.324654,-0.0190893,0.454723,-0.0673922,-0.109214,0.111655,-0.421805,0.92444,-0.760796,0.388165,0.03681,-0.175687,0.727314
1.15005,0.451921,-0.181695,0.530728,0.121638,0.274265,0.473868,-0.0980654,-0.129793,0.772149,-0.510672,-0.202481,0.165194,-0.621448
0.171232,0.108467,-0.0587059,0.479934,-0.265616,0.133312,-1.35749,1.65461,-0.894876,1.33457,-0.354353,0.0468093,-0.662311,0.415655
-0.437966,-0.280401,-0.0537883,0.661724,-0.0454882,0.0477133,0.120893,-0.409863,-0.264514,0.524516,0.354793,0.0602272,-0.17557,0.685022
-0.408297,-0.110932,-0.0444819,0.672802,-0.0377995,0.130707,0.140066,-0.391441,-0.387633,0.503295,0.327035,0.0920688,-0.217143,0.640989
1.18712,0.503799,-0.220873,0.754747,0.116398,0.308763,0.23693,-0.329851,-0.121774,0.737428,0.00556166,-0.265289,0.222416,-0.540726
0.882457,0.281888,-0.000380301,-1.04931,0.141999,0.23695,0.629563,0.0555322,-0.000277807,0.625405,-0.820403,-0.0591647,0.567753,-0.202407
-0.654714,-0.315216,-0.0695083,0.655276,-0.265716,0.0946473,0.128378,-0.471256,0.537767,-0.192447,0.367025,-0.0495698,-4.19365,-2.91589
-0.352421,-0.194446,-0.0270568,0.593068,-0.0041256,0.025424,0.131857,-0.398925,-0.319885,0.555598,0.351964,0.0686552,-0.281208,0.579639
-0.199145,-0.795781,0.758326,-1.89098,1.76748,-2.25446,0.139997,-0.381666,-0.331301,0.505496,0.499325,-0.090555,-0.248325,0.617617
-0.200029,-0.117507,-0.0795937,0.700046,-0.272109,0.152244,0.111952,-0.413172,0.917332,-0.742351,0.386791,0.0550805,-0.382925,0.547004
-0.212867,-0.291277,-0.0387807,0.514151,-0.0878805,-0.00488645,0.00929004,-0.336834,-0.256717,0.605901,0.388594,0.0461329,-0.307377,0.388061
-0.280053,-0.26038,-0.0222135,0.554173,-0.00717044,-0.04181,0.116432,-0.413716,-0.285178,0.584633,0.373,0.0484103,-0.333964,0.524275
-0.453046,-0.254464,-0.00087257,0.466112,0.0114437,-0.0945965,0.128915,-0.405068,0.523131,-0.396074,0.36575,0.053355,-0.195249,0.690162
0.771764,0.799806,-0.215068,0.671652,-0.215731,0.230418,-0.649712,-1.16955,0.723651,-0.995375,1.99476,-0.205225,-0.845121,0.14987
0.902727,0.265137,-0.113676,0.00517779,0.155806,0.209923,0.58481,0.010899,-0.0341096,0.669555,-0.758587,-0.150395,0.484297,-0.289655
0.79944,0.192253,-0.0835075,-0.244157,0.186939,0.172143,0.582153,0.0090069,-0.000182962,0.632444,-0.751891,-0.136966,0.612,-0.159425
0.00228612,-1.20975,1.59602,-4.40765,3.68792,-4.5975,0.185044,-0.327988,-0.446785,0.411307,0.608052,-0.227956,-0.472994,0.592708
-0.222879,-0.268759,-0.0884603,0.664296,-0.20452,0.134635,0.0764362,-0.407473,-0.243771,0.625735,0.383664,0.0527498,-0.362476,0.459064
0.0992285,-0.0664235,-0.0574423,0.686713,-0.26329,0.190293,0.121631,-0.424508,-0.283037,0.625884,0.378053,0.0451738,0.32512,0.0450392
-0.216317,-0.294091,-0.0425632,0.523979,-0.0956678,0.0039175,0.102089,-0.427815,-0.246187,0.613828,0.389752,0.0456259,-0.385898,0.472215
-1.27282,0.204664,0.0766785,0.706328,0.467514,0.0420622,0.310319,-0.281279,1.05051,-1.83495,0.152261,0.16176,-1.78012,-0.577741
1.16473,0.497347,-0.21848,0.622759,0.0897423,0.314228,0.426216,-0.144473,-0.105596,0.6909,-0.435275,-0.231866,0.240148,-0.521299
-0.980128,0.116199,-0.00132916,0.725135,0.13344,0.168988,0.228098,-0.310681,0.705262,-1.06103,0.234932,0.155891,0.217194,1.13038
-0.302605,-0.228297,-0.0276163,0.537677,-0.032959,0.0143071,0.0985829,-0.385936,-0.295467,0.574867,0.366032,0.062674,-0.295806,0.521715
-0.213807,-0.272749,-0.0650546,0.594871,-0.149735,0.0699695,0.0983056,-0.431821,-0.263766,0.60053,0.384187,0.0509532,-0.381528,0.47648
1.10594,0.453798,-0.14805,0.0247178,0.0190346,0.371851,0.661488,0.086254,-0.0952902,0.717235,-0.933445,-0.126558,0.279162,-0.485632
-0.906346,0.485576,0.0680384,0.737986,0.324064,0.235006,0.292733,-0.241649,0.00423188,-0.522489,0.173587,0.214454,0.185891,1.0812
-0.31741,-0.274596,-0.0738423,0.681594,-0.256725,0.127842,0.104943,-0.432869,0.321052,-0.0550799,0.37808,0.0376523,-0.240561,0.734078
0.795941,0.261921,0.0113949,-1.43284,0.0443157,0.352914,0.662006,0.0879379,0.0370473,0.591457,-0.894665,-0.00961535,0.696242,-0.0638556
-0.402299,-0.298287,-0.0483938,0.546623,-0.1342,-0.0175556,0.105591,-0.425665,0.75375,-0.588739,0.383218,0.0447679,-0.125227,0.76721
-0.187501,-0.832277,0.829127,-2.10213,1.92888,-2.45067,0.143785,-0.377315,-0.344883,0.502136,0.508792,-0.10231,-0.24384,0.623963
-0.031748,-0.131079,-0.0696107,0.686089,-0.265283,0.166733,0.107281,-0.422709,-0.0363874,0.35498,0.381028,0.0502432,-0.501726,0.552206
1.16039,0.513156,0.0476524,-1.55193,0.0297357,0.385143,0.680037,0.105404,-0.0830195,0.722426,-0.887346,0.00951211,0.291596,-0.475499
-0.417754,-0.299625,-0.0831504,0.704806,-0.267898,0.12075,0.0988967,-0.425112,1.03541,-0.899943,0.382729,0.0430907,0.0021674,1.06162
-2.15435,-0.260093,0.21764,0.813309,-0.228924,0.310529,-1.99387,2.03756,0.180328,-2.07338,0.208022,0.256687,1.10797,-2.03459
-0.447868,-0.280208,-0.0912465,0.672618,-0.235899,0.093477,0.109554,-0.430839,0.963937,-0.815471,0.374657,0.0463223,-0.377722,0.5307
0.00834375,-1.21021,1.6027,-4.41871,3.69531,-4.60627,0.186139,-0.328095,-0.428374,0.381664,0.608808,-0.229018,-0.436112,0.616186
-0.634486,-0.461157,0.148818,0.151227,-0.844166,0.261512,-1.61946,2.43324,-0.707609,-0.384418,-0.873944,0.194157,0.800245,-2.29181
-0.179502,-0.295188,-0.0211199,0.451717,-0.0192149,-0.0644784,0.100102,-0.429698,-0.245798,0.618269,0.396784,0.0298733,-0.386621,0.471085
1.03144,0.327014,-0.106333,0.222951,0.23972,0.131508,0.44188,-0.128704,-0.0990367,0.755615,-0.416428,-0.195636,0.325535,-0.456767
-0.584754,-0.160122,-0.0283468,0.656362,0.0433047,0.0887598,0.154663,-0.376612,-0.349157,0.464495,0.31518,0.0944018,-0.0462928,0.819686
-0.528811,-0.341235,-0.125345,0.693448,-0.246392,0.0876674,0.117316,-0.443462,1.15555,-1.00999,0.35755,0.0388772,-1.40747,-0.236887
-1.28924,0.23865,0.0421204,0.722768,0.363892,0.159566,0.310415,-0.283089,0.963476,-1.70071,0.146203,0.178129,-1.79061,-0.594644
1.14048,0.51179,-0.0537834,-0.894619,-0.0385881,0.456414,0.68912,0.113624,-0.0883179,0.724993,-0.949309,-0.0341696,0.27437,-0.494549
0.0217828,-1.20134,1.62081,-4.4221,3.68829,-4.60142,0.186881,-0.327927,-0.42674,0.363936,0.613075,-0.235059,-0.219306,0.754789
0.0456575,-0.106182,-0.0718046,0.656393,-0.243395,0.142702,0.101626,-0.418386,-0.391412,0.804035,0.381309,0.0503244,-0.899559,0.337911
0.0782547,-0.0671029,-0.0602652,0.685159,-0.258956,0.195689,-1.75435,1.45323,-0.293637,0.649248,0.37291,0.0582544,-0.517993,0.388334
-1.27008,0.216514,0.0572064,0.729954,0.415163,0.0982682,0.294698,-0.267566,1.00282,-1.75364,0.15841,0.185346,-0.77448,0.415932
1.24781,0.5806,-0.251422,0.790328,0.0964342,0.334576,0.234377,-0.33281,-0.104337,0.65427,-0.0161986,-0.285383,0.211601,-0.539205
-1.268,0.160656,0.122164,0.679226,0.616749,-0.139418,0.311701,-0.279024,1.05819,-1.86592,0.156985,0.137131,-1.77695,-0.573071
-1.24611,0.110642,0.173122,0.654228,0.771323,-0.316396,0.311769,-0.276373,1.17172,-2.04369,0.165468,0.112567,-1.76296,-0.550581
-0.444328,-0.285423,-0.125942,0.704274,-0.259605,0.100268,0.107563,-0.427409,1.09479,-0.927118,0.364896,0.0561003,-0.615654,0.538409
-0.405075,-0.296297,-0.0659368,0.59625,-0.172101,0.0295082,0.106661,-0.424752,0.747974,-0.54473,0.382954,0.0463803,-0.137263,0.754376
-0.366688,-0.0363587,-0.127753,0.702442,-0.151623,0.203344,0.0212534,-0.418009,-0.772105,0.13182,0.374042,0.0613955,-0.332691,0.447591
-0.509565,-0.277012,0.00706492,0.558612,0.075679,-0.18356,0.131799,-0.402022,0.750132,-0.673974,0.361877,0.034855,-0.122262,0.772501
-0.231125,0.0111855,-0.072724,0.676253,-0.308208,0.12684,0.0902224,-0.414674,0.349575,0.146468,0.378235,0.0378653,-0.0796551,1.14796
-0.803831,-0.513597,0.249411,-1.09369,-0.957909,0.403968,-1.55618,2.49666,-0.619308,-0.473891,-0.990937,0.319476,1.06828,-2.0099
1.09391,0.416204,-0.0641881,-0.403374,0.121251,0.260392,0.619644,0.0455925,-0.0917864,0.726976,-0.803359,-0.107764,0.301826,-0.469041
1.31958,0.645707,0.0217016,-1.44213,-0.0557297,0.490771,0.706205,0.131331,-0.147121,0.800203,-0.939462,0.019864,0.0999407,-0.668983
-0.131256,0.141332,0.34657,-2.64527,-1.04076,0.604297,-2.04761,2.03662,-0.972272,-0.139802,0.149324,0.339766,0.166467,-2.56063
-0.433383,-0.0753249,-0.0394045,0.668295,-0.0240413,0.146381,0.144726,-0.387013,-0.424881,0.474608,0.316278,0.102129,-0.186746,0.671405
0.000638603,-0.0857533,-0.0661735,0.687266,-0.262504,0.179477,0.112931,-0.419789,0.0518749,0.248961,0.384996,0.0533884,-0.538472,0.374278
-0.453411,-0.280596,-0.109447,0.693716,-0.252672,0.100551,0.108229,-0.429562,1.06528,-0.921462,0.369144,0.05154,-0.471164,0.55214
-0.395247,-0.308578,-0.0418518,0.524453,-0.116399,-0.0346395,0.109198,-0.424494,0.70715,-0.501695,0.385888,0.0410668,-0.228897,0.659913
-1.37435,-0.856971,0.0665927,0.766264,-0.801262,0.212021,-2.17239,1.8634,0.692933,-1.81964,0.414045,0.0965687,-0.00723767,-2.5543
-0.408641,-0.289604,-0.0805862,0.696835,-0.269348,0.120211,0.103543,-0.430863,0.864609,-0.692859,0.37768,0.0376555,-0.222348,0.808369
-0.524903,-0.239778,-0.0268066,0.53793,-0.0588419,-0.0355285,0.12923,-0.407487,0.905123,-0.862288,0.358367,0.0574585,-0.18181,0.728426
-0.68779,0.271276,0.0309643,0.730965,0.130941,0.208946,0.229932,-0.295589,0.704172,-1.09775,0.252318,0.159423,0.0593742,0.997837
-0.216358,-0.251208,-0.0981495,0.695526,-0.22689,0.163592,0.0954345,-0.435009,-0.267703,0.597056,0.378597,0.0570799,-0.380154,0.477702
-0.0652233,0.248441,-0.0836761,0.671368,-0.323033,0.168921,0.0718629,-0.423292,-0.868355,1.83492,0.367761,0.0376371,-0.0465733,1.255
-0.432617,-0.289186,-0.0715047,0.61508,-0.190006,0.0413383,0.107462,-0.42776,0.897181,-0.745212,0.378909,0.0459984,-0.216778,0.683198
0.120229,-0.703669,0.917997,-2.40546,2.14431,-2.71574,0.16042,-0.35955,-0.419831,0.569907,0.513666,-0.102958,-1.0075,0.114224
-0.333119,-0.194685,-0.0935363,0.709661,-0.252794,0.144247,-0.376323,0.0095391,0.439208,-0.527964,0.353577,0.0650503,-0.104532,0.452558
-1.06633,0.494762,0.0612779,0.743932,0.277169,0.222902,0.279055,-0.23342,0.0464373,-0.464242,0.17609,0.201225,0.219465,1.2696
-0.205152,-1.15898,1.39369,-3.77835,3.22151,-4.06472,0.175339,-0.332657,1.34033,-1.70955,0.5874,-0.189602,-0.295032,0.901271
1.09589,0.442826,-0.159108,0.119153,0.0153303,0.371455,0.679004,0.102812,-0.0911568,0.713026,-0.977366,-0.13049,0.282487,-0.483594
-0.969379,0.166459,0.0135664,0.726931,0.195629,0.184171,0.240152,-0.297769,0.267209,-0.611631,0.220856,0.168494,0.215041,1.10072
1.13753,0.487775,0.0017311,-1.15654,0.0385212,0.369421,0.668733,0.0942556,-0.0878562,0.728085,-0.882038,-0.0257122,0.288218,-0.481753
-0.347992,-0.353703,-0.082316,0.700356,-0.247713,0.14786,0.0928798,-0.437736,-0.0150102,0.330164,0.381684,0.0390829,0.000142872,0.955762
1.10218,0.451405,-0.159332,0.0860135,0.0160545,0.375927,0.668431,0.0920444,-0.0839917,0.702079,-0.952388,-0.12899,0.264637,-0.509459
-0.647235,-0.493568,0.192645,-0.00583661,-0.756119,0.168752,-1.69414,2.36073,-0.710662,-0.370187,-0.686512,0.186646,0.81176,-2.2864
0.833416,0.235515,-0.0913643,-0.313688,0.119673,0.248792,0.625206,0.0507987,0.00285339,0.623345,-0.849765,-0.116514,0.594503,-0.169978
-0.910026,-0.674466,0.104788,0.76532,-0.82909,0.28613,-0.910703,0.590925,-0.99689,0.204948,0.450223,0.0981549,0.80295,-2.11447
-0.540814,-0.382253,0.140909,0.576479,0.558527,-0.776742,0.132583,-0.400719,0.848334,-0.996248,0.357469,-0.0453119,-0.122538,0.810936
1.09201,0.396277,-0.0808441,-0.142933,0.162739,0.20992,0.594338,0.0216092,-0.120978,0.770965,-0.751395,-0.136235,0.269367,-0.506702
-0.220158,-0.264331,-0.0889388,0.664871,-0.203681,0.134957,0.0982143,-0.432134,-0.250755,0.609656,0.382058,0.054139,-0.384192,0.473708
0.929415,0.437197,-0.117485,-0.266077,-0.0168813,0.368155,0.688094,0.117257,0.782797,-0.291662,-0.972967,-0.0937495,0.520752,-0.222294
0.944747,0.307011,-0.150627,0.224924,0.117686,0.254811,0.57501,0.00135134,-0.0539266,0.685328,-0.74938,-0.166843,0.440168,-0.329059
-0.278122,-0.267916,0.0215932,0.393294,0.0801344,-0.138475,0.120014,-0.409834,-0.299914,0.573409,0.376672,0.0492714,-0.325489,0.532932
-1.31439,0.247511,0.0270824,0.733975,0.351006,0.147546,0.297042,-0.268868,0.698999,-1.32853,0.14711,0.19412,-0.767333,0.402907
-0.374723,-0.292578,-0.0691622,0.605801,-0.175943,0.045627,0.105799,-0.425644,0.581335,-0.346142,0.383298,0.0471982,-0.184162,0.700077
-0.0235296,-0.090304,-0.0767338,0.691122,-0.259172,0.180033,0.10871,-0.422462,0.00957946,0.306328,0.381248,0.05746,-0.555562,0.341409
1.14209,0.439064,-0.145231,0.334871,0.14683,0.23825,0.492772,-0.0779575,-0.142398,0.786399,-0.544357,-0.190659,0.215968,-0.556003
-0.312092,-0.21975,-0.0345971,0.575295,-0.0417119,0.0323689,0.122699,-0.407871,-0.299824,0.571626,0.362587,0.0637099,-0.308372,0.549797
-0.471766,-0.368238,-0.103397,0.716857,-0.244121,0.115435,0.0927863,-0.427622,1.29969,-1.2301,0.382581,0.050229,-0.190826,0.964723
1.30731,0.599995,0.0498188,-1.4018,0.066885,0.345527,0.67215,0.0979847,-0.153403,0.802145,-0.856104,-0.00736213,0.100359,-0.675507
-1.26341,0.261203,0.0624992,0.744318,0.305863,0.204018,0.281355,-0.258813,0.471476,-1.08429,0.167191,0.193724,0.473604,1.50571
1.14196,0.509902,-0.0424101,-0.956921,-0.025309,0.44216,0.682912,0.107634,-0.0885826,0.725702,-0.930781,-0.0318052,0.276226,-0.492839
1.18764,0.101426,-0.362225,0.815052,0.00549671,0.363713,-1.10655,-0.856066,1.15416,-1.51672,2.05889,-0.39485,0.81915,-0.233225
-0.625446,-0.462253,0.251807,-0.554954,-0.787808,0.204235,-1.61046,2.44344,-0.713945,-0.364426,-0.851449,0.248147,0.808261,-2.28714
-0.446794,-0.295888,-0.0730563,0.615513,-0.191672,0.038173,0.10868,-0.425276,0.971424,-0.805875,0.380196,0.0458108,-0.172941,0.736227
1.06193,0.376433,-0.107671,0.0246551,0.151597,0.22321,0.573523,-9.50523e-05,-0.0912486,0.731098,-0.716584,-0.151763,0.305002,-0.472147
